,customer_id,first_name,last_name,email,phone,address,registration_date,loyalty_status,Tier,order_id,order_date,order_amount,order_status,product_category
13,8,Melissa,Galloway,watsonbenjamin@example.net,+1 (548)-549-9586,"209 Steven Oval Apt. 022, Mollyhaven, NC 10211",2023-10-06,Bronze,3,295542f3-588e-4aec-a7aa-def0a98e16c9,2023-09-03,961.29,Cancelled,Toys
14,8,Melissa,Galloway,watsonbenjamin@example.net,+1 (548)-549-9586,"209 Steven Oval Apt. 022, Mollyhaven, NC 10211",2023-10-06,Bronze,3,3cfbf350-1ce5-41fe-a8ca-80b6f88f0588,2023-04-18,521.03,Pending,Electronics
15,8,Melissa,Galloway,watsonbenjamin@example.net,+1 (548)-549-9586,"209 Steven Oval Apt. 022, Mollyhaven, NC 10211",2023-10-06,Bronze,3,bb56af4f-0e2f-4397-832f-c3731b18563b,2023-10-28,448.42,Pending,Books
16,9,Matthew,Harvey,bgaines@example.net,+1 (581)-144-7338,"60123 Davis Ford, Mistychester, WA 69400",2024-10-31,Silver,2,e2a4dbfc-8c00-4925-914f-053ccace1bf0,2023-10-20,873.57,Cancelled,Toys
17,9,Matthew,Harvey,bgaines@example.net,+1 (581)-144-7338,"60123 Davis Ford, Mistychester, WA 69400",2024-10-31,Silver,2,dde9f1cb-8187-4b19-ae19-ed576cc5c1b1,2024-12-25,661.0,Completed,Clothing
18,10,Rachel,White,whitemichael@example.org,+1 (410)-729-9740,"6182 Brown Mountain, South Gary, IL 29016",2024-02-25,Bronze,3,31d78c48-f1c3-4ad2-ba8c-4fdfc2beb69e,2024-01-07,107.56,Pending,Electronics
19,11,Nicole,Yang,archerheather@example.org,+1 (589)-638-7173,"923 Emily Mills Apt. 281, Port Roy, WI 03921",2025-03-08,Bronze,3,384104b9-6d77-403b-b133-c06742287b99,2023-03-29,227.12,Cancelled,Books
20,11,Nicole,Yang,archerheather@example.org,+1 (589)-638-7173,"923 Emily Mills Apt. 281, Port Roy, WI 03921",2025-03-08,Bronze,3,48d7bfd9-5c90-465a-8399-ef6c5355c275,2023-10-14,985.28,Completed,Electronics
21,12,Christine,Delgado,yfarrell@example.net,+1 (310)-834-9008,"PSC 4025, Box 2078, APO AA 61121",2024-04-18,Bronze,3,b0e7f47d-e260-49c0-9e5a-cd1c84a69048,2023-08-02,880.67,Completed,Clothing
22,13,Joseph,Brennan,khernandez@example.com,+1 (486)-789-1647,"8890 Keller Hills, North Paul, FM 64749",2024-04-28,Gold,1,2989226b-def8-4990-95da-f5d66499cef3,2023-09-21,929.28,Pending,Toys
23,13,Joseph,Brennan,khernandez@example.com,+1 (486)-789-1647,"8890 Keller Hills, North Paul, FM 64749",2024-04-28,Gold,1,feeb8351-43e6-48fc-ac84-3d7db621ba94,2024-08-24,923.12,Cancelled,Home & Garden
24,14,Eric,Thomas,spencer75@example.com,+1 (434)-130-5478,"352 Joel Extension Suite 962, New Anthony, CO 33299",2024-05-09,Bronze,3,e8f03b60-28ec-43d6-b418-b3c47408eceb,2023-09-01,537.53,Completed,Home & Garden
25,15,Laura,Perez,sdavid@example.com,+1 (319)-310-5560,"1518 Green Locks Suite 348, New Brent, FM 51849",2024-12-04,Gold,1,b8d470ff-0104-4b95-994c-23c0d18c0ccd,2023-02-05,710.17,Cancelled,Toys
26,15,Laura,Perez,sdavid@example.com,+1 (319)-310-5560,"1518 Green Locks Suite 348, New Brent, FM 51849",2024-12-04,Gold,1,4111423e-2ebf-48ca-9be4-710ae7eb95a1,2024-11-03,664.21,Pending,Home & Garden
27,16,Erin,Matthews,uhunter@example.net,+1 (480)-780-3711,"67623 Morgan Hollow, Hillshire, IL 78665",2023-11-12,Bronze,3,e11d7d7c-267a-41b0-860a-054c26f850b6,2023-10-11,708.16,Cancelled,Clothing
28,16,Erin,Matthews,uhunter@example.net,+1 (480)-780-3711,"67623 Morgan Hollow, Hillshire, IL 78665",2023-11-12,Bronze,3,f81a5f02-61ca-419d-b838-78f378528891,2023-07-29,614.5,Pending,Toys
29,17,Melissa,Alvarado,parkjohn@example.net,+1 (411)-857-4974,"USNS Austin, FPO AP 52643",2024-06-24,Gold,1,070eeb51-487b-4935-9550-75aac363ebb5,2024-10-17,930.65,Pending,Books
30,17,Melissa,Alvarado,parkjohn@example.net,+1 (411)-857-4974,"USNS Austin, FPO AP 52643",2024-06-24,Gold,1,89a7982e-6ca5-44fd-aae3-bcd783677e45,2024-06-19,698.7,Cancelled,Home & Garden
31,18,Ernest,Dunn,kelseybrown@example.net,+1 (687)-543-7471,"3112 Lydia Freeway Suite 927, South Susan, RI 11726",2025-01-27,Gold,1,0d018235-bbd7-48a1-b4e6-a0d0459a7bc7,2024-06-04,548.36,Pending,Books
32,23,Marisa,Martinez,zward@example.org,+1 (221)-609-1291,"5029 Wall Mountain Suite 847, New Chelseabury, IA 90393",2025-03-29,Bronze,3,0195d850-c428-49ff-b79e-5e3c64d2a33f,2023-04-08,657.38,Pending,Books
33,24,Crystal,Peterson,taylorcharles@example.com,+1 (430)-711-1833,"Unit 5741 Box 1124, DPO AA 18219",2023-08-07,Bronze,3,bbb2d2a7-09d4-4ebd-b1f3-fc1bf4d46ed2,2023-02-09,465.13,Cancelled,Electronics
34,25,Jeremy,Alexander,smithkevin@example.com,+1 (119)-969-9309,"1520 Reid Turnpike, Clarkville, CA 39102",2025-06-13,Silver,2,48199c57-c4a2-4b65-89fb-b90b45c5f358,2024-02-06,498.34,Cancelled,Toys
35,25,Jeremy,Alexander,smithkevin@example.com,+1 (119)-969-9309,"1520 Reid Turnpike, Clarkville, CA 39102",2025-06-13,Silver,2,fd91aafc-ba50-439e-aba7-5ddbaead1f90,2024-06-27,78.13,Pending,Electronics
36,26,James,Graham,chawkins@example.net,+1 (997)-656-7695,"2809 Young Squares, Lisaside, VA 53732",2024-03-10,Gold,1,5502dab4-fde2-4f69-866e-e2bc4afd1506,2024-10-23,374.92,Completed,Home & Garden
37,26,James,Graham,chawkins@example.net,+1 (997)-656-7695,"2809 Young Squares, Lisaside, VA 53732",2024-03-10,Gold,1,8555f5ae-47a5-4f01-8724-dec8efab06f3,2024-01-17,188.11,Completed,Toys
38,27,William,Morrison,browningdavid@example.org,+1 (486)-676-8923,"76577 Keith Falls, West Melissashire, NC 55275",2024-08-01,Gold,1,419a754f-c7a5-486f-b3d5-a50af2170580,2023-07-15,283.81,Completed,Clothing
39,27,William,Morrison,browningdavid@example.org,+1 (486)-676-8923,"76577 Keith Falls, West Melissashire, NC 55275",2024-08-01,Gold,1,00104da6-42bf-4f44-81d4-c4435385b8c6,2023-05-09,801.02,Pending,Toys
40,28,Brandon,Hall,brandonhall@gmail.com,+1 (974)-123-3048,"8143 Robert Cove Apt. 103, Sanchezport, CO 78231",2024-04-07,Gold,1,2cd98e16-0d0f-4d29-a55e-55bf770e6b27,2023-05-23,675.33,Cancelled,Home & Garden
41,28,Brandon,Hall,brandonhall@gmail.com,+1 (974)-123-3048,"8143 Robert Cove Apt. 103, Sanchezport, CO 78231",2024-04-07,Gold,1,f189c80a-611c-4f9a-b327-1746ff369516,2023-07-16,633.11,Cancelled,Electronics
42,29,Morgan,Wilson,michelle12@example.net,+1 (258)-480-2466,"05880 Hudson Row, Jessefurt, KS 54128",2024-11-04,Silver,2,6ca9f9f3-cef4-47c7-8eed-4a0f124ac423,2024-07-02,487.26,Cancelled,Toys
43,29,Morgan,Wilson,michelle12@example.net,+1 (258)-480-2466,"05880 Hudson Row, Jessefurt, KS 54128",2024-11-04,Silver,2,4171f54e-d4b6-45c7-aa24-2127cb26673d,2024-04-11,377.54,Completed,Electronics
44,29,Morgan,Wilson,michelle12@example.net,+1 (258)-480-2466,"05880 Hudson Row, Jessefurt, KS 54128",2024-11-04,Silver,2,a3e84b80-2f15-4af3-b768-6662d1a8987b,2024-07-19,583.07,Cancelled,Clothing
45,30,Heather,Hill,qwillis@example.com,+1 (442)-456-8115,"4339 Brown Crescent, Lambchester, SD 62832",2024-12-15,Silver,2,ac645511-0c0f-40ab-8cb0-ef820b7b7f5d,2024-01-29,345.23,Completed,Home & Garden
46,31,Louis,Beasley,bjones@example.net,+1 (234)-311-3270,"71975 Smith Drive Suite 746, Bairdmouth, MP 70886",2023-09-18,Bronze,3,67b08d8b-1c19-4d59-a282-a3bbdead9d0b,2023-03-08,880.47,Pending,Toys
47,32,Julie,Shelton,ryanpatel@example.net,+1 (307)-103-5146,"USNS Brown, FPO AP 55711",2024-12-02,Gold,1,a7406ff6-acac-43c9-b350-c37b2be2cad2,2024-05-24,272.52,Pending,Toys
48,33,Erin,Stephens,kyle83@example.com,+1 (649)-443-8577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",2024-08-02,Silver,2,6d61b3bb-c4f2-442d-8f79-eb65338f1e8b,2024-09-11,427.75,Pending,Electronics
49,33,Erin,Stephens,kyle83@example.com,+1 (649)-443-8577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",2024-08-02,Silver,2,a3bee468-fd67-4321-b7a5-9bbba8029cc8,2024-05-10,821.95,Cancelled,Electronics
50,33,Erin,Stephens,kyle83@example.com,+1 (649)-443-8577,"5911 Amy Creek Suite 329, Michaelside, CO 25722",2024-08-02,Silver,2,0b5b7328-2344-4233-883d-f5e2a912bfde,2024-05-22,655.26,Completed,Electronics
51,34,Christopher,Powers,nsimmons@example.com,+1 (341)-277-2276,"27599 David Mews, Juliefort, AL 92098",2024-06-09,Silver,2,dba5879d-5e1c-49a2-86aa-dae5efdb054d,2024-07-31,604.21,Pending,Toys
52,34,Christopher,Powers,nsimmons@example.com,+1 (341)-277-2276,"27599 David Mews, Juliefort, AL 92098",2024-06-09,Silver,2,4152629e-4bb5-44b4-a31b-0635c32b7b23,2024-09-01,484.53,Cancelled,Clothing
53,36,Christopher,Clark,christopherclark@gmail.com,+1 (119)-609-3438,"2325 Danielle Knolls Suite 719, Gabrielleview, MT 11649",2024-01-13,Gold,1,94171022-6db5-462e-a617-d24fe9ef986b,2023-07-02,634.5,Pending,Electronics
54,36,Christopher,Clark,christopherclark@gmail.com,+1 (119)-609-3438,"2325 Danielle Knolls Suite 719, Gabrielleview, MT 11649",2024-01-13,Gold,1,09c18f3e-d2fe-493e-9847-78907d3be540,2023-06-29,248.1,Completed,Electronics
55,37,Jessica,Hardy,cherylray@example.org,+1 (244)-875-7801,"8293 Martin Ridges Apt. 444, Lake Erikfort, MH 63270",2024-08-13,Gold,1,45ccae4b-3e45-41cf-9f0c-e9ebbd004099,2023-01-08,406.57,Completed,Clothing
56,38,Paul,Collins,brittanychase@example.com,+1 (995)-820-7641,"895 Anthony Lodge Suite 819, North Cassandra, TX 86555",2024-07-05,Bronze,3,bbaa0886-b9f2-42c3-b6d9-65e68f25f83f,2023-03-19,761.29,Pending,Clothing
57,39,Lauren,Fisher,wesley32@example.net,+1 (469)-507-3423,"9633 Victoria Loop Apt. 271, Hannahside, MS 96656",2025-06-14,Gold,1,66622eb8-20f3-4003-856c-b6ff04a7b1fe,2023-01-20,859.3,Completed,Books
58,40,Amy,Gates,jesse14@example.org,+1 (872)-198-3028,"69324 Jennifer Plaza Apt. 905, Haroldview, MD 67322",2024-11-24,Gold,1,03f43cee-c4e6-4318-b46c-780485b8f16c,2024-03-13,136.35,Completed,Home & Garden
59,42,Andrew,Austin,heather79@example.com,+1 (778)-918-1895,"200 Thomas Flat, South James, MP 96716",2025-06-12,Gold,1,f822d3f5-308e-4043-8681-53d0cba4a357,2024-09-24,161.15,Completed,Electronics
60,42,Andrew,Austin,heather79@example.com,+1 (778)-918-1895,"200 Thomas Flat, South James, MP 96716",2025-06-12,Gold,1,2e46499d-d30d-46c1-b58b-8f8bb1201847,2024-10-27,573.64,Pending,Clothing
61,42,Andrew,Austin,heather79@example.com,+1 (778)-918-1895,"200 Thomas Flat, South James, MP 96716",2025-06-12,Gold,1,611ce2bc-b5d2-496a-a3cf-20fa5a503cb3,2023-11-14,34.37,Cancelled,Toys
62,42,Andrew,Austin,heather79@example.com,+1 (778)-918-1895,"200 Thomas Flat, South James, MP 96716",2025-06-12,Gold,1,191b2bc1-6921-4096-8156-1363ffb5925b,2023-02-15,975.72,Pending,Clothing
63,42,Andrew,Austin,heather79@example.com,+1 (778)-918-1895,"200 Thomas Flat, South James, MP 96716",2025-06-12,Gold,1,a8a744a2-6330-4c33-80dd-b3a8e1e0c7bc,2023-03-28,560.14,Pending,Electronics
64,43,Kelsey,Young,mckeeconnie@example.org,+1 (219)-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",2024-12-04,Gold,1,58a86beb-8f78-4215-b264-3605a390bd36,2024-12-13,32.71,Pending,Toys
65,43,Kelsey,Young,mckeeconnie@example.org,+1 (219)-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",2024-12-04,Gold,1,00bee1b4-72d8-49e5-8aff-1e64e47ef925,2024-05-06,377.49,Pending,Books
66,43,Kelsey,Young,mckeeconnie@example.org,+1 (219)-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",2024-12-04,Gold,1,4bd21d19-450a-478d-9044-57fba9c0a99d,2024-09-06,284.05,Cancelled,Home & Garden
67,43,Kelsey,Young,mckeeconnie@example.org,+1 (219)-420-1723,"8806 Davis Fall Suite 188, East Brenda, WI 95051",2024-12-04,Gold,1,dab61fd6-fdb0-493b-a8b2-a6e3e16e9ea0,2024-12-21,890.83,Cancelled,Electronics
68,44,Travis,Neal,stewartkeith@example.org,+1 (118)-105-7470,"1024 Cynthia Way, East Christina, HI 44699",2025-01-13,Bronze,3,5325c68a-80c2-4842-a714-a904bf38f3cb,2023-07-24,298.0,Cancelled,Home & Garden
69,44,Travis,Neal,stewartkeith@example.org,+1 (118)-105-7470,"1024 Cynthia Way, East Christina, HI 44699",2025-01-13,Bronze,3,924b347b-345f-42bc-b252-605a8fd81b99,2024-12-22,487.63,Completed,Books
70,46,Felicia,Noble,taylorcatherine@example.net,+1 (128)-910-3340,"Unit 7244 Box 4360, DPO AP 11537",2023-10-23,Gold,1,a19265c1-55eb-409e-bf5f-7f0758ea01d2,2024-08-29,347.89,Cancelled,Clothing
71,47,Robin,Hill,brownselena@example.net,+1 (966)-751-9199,"93477 Jose Ville Suite 818, Bethanyton, GA 79420",2024-04-22,Silver,2,3e135a22-5d2f-43c8-aa52-7ef9754d6fcf,2024-11-17,388.98,Cancelled,Books
72,48,Julie,Hardy,robert73@example.net,+1 (437)-418-2029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",2023-12-03,Gold,1,9fa1ddef-3fa0-45af-ab5f-3e4127f20c67,2024-09-09,874.68,Pending,Electronics
73,48,Julie,Hardy,robert73@example.net,+1 (437)-418-2029,"167 Lisa Orchard Suite 613, Meredithport, MT 25662",2023-12-03,Gold,1,ccf715a9-bc7e-4685-ad9c-d84c3b850215,2024-01-25,326.66,Cancelled,Toys
74,49,Kevin,Smith,joannewolfe@example.net,+1 (207)-565-1691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",2023-08-17,Bronze,3,f8d93f74-a412-4c0d-81ff-0d47e0888c8f,2023-06-23,740.22,Cancelled,Toys
75,49,Kevin,Smith,joannewolfe@example.net,+1 (207)-565-1691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",2023-08-17,Bronze,3,211f2e89-4fc8-407d-9e73-0bc42a864a90,2023-09-25,663.76,Completed,Home & Garden
76,49,Kevin,Smith,joannewolfe@example.net,+1 (207)-565-1691,"346 Hill Meadow Suite 327, Port Kari, MP 75439",2023-08-17,Bronze,3,84421d2f-784e-4fd2-8055-4838dc313f45,2024-07-13,27.7,Pending,Toys
77,50,Valerie,Lee,jason40@example.org,+1 (406)-388-6679,"805 Silva Alley Suite 967, Kennethstad, ND 46111",2025-04-06,Gold,1,fc46b694-ea0d-4406-b942-140b8628f9af,2023-12-21,229.88,Completed,Electronics
78,50,Valerie,Lee,jason40@example.org,+1 (406)-388-6679,"805 Silva Alley Suite 967, Kennethstad, ND 46111",2025-04-06,Gold,1,815c5a4c-1370-40d6-9b47-75337c9638b4,2024-03-09,616.96,Cancelled,Toys
79,51,David,Garza,davidgarza@gmail.com,+1 (352)-638-6388,"USS Williams, FPO AA 77634",2023-10-24,Silver,2,76b353ea-8d11-45be-b764-111b17e2216d,2024-11-16,966.6,Cancelled,Electronics
80,51,David,Garza,davidgarza@gmail.com,+1 (352)-638-6388,"USS Williams, FPO AA 77634",2023-10-24,Silver,2,56fdfc34-5f87-4419-afb3-c66702c8510b,2023-09-10,919.01,Cancelled,Electronics
81,51,David,Garza,davidgarza@gmail.com,+1 (352)-638-6388,"USS Williams, FPO AA 77634",2023-10-24,Silver,2,c1833dd7-c98f-431e-8fe2-39c6273d4102,2023-10-18,935.42,Completed,Clothing
82,53,Phillip,Brown,yjackson@example.org,+1 (933)-317-4041,"043 Bryant Avenue, Williamsview, WA 36043",2024-05-30,Bronze,3,211b381f-ccb8-4563-8765-fb0714f42d38,2023-07-27,137.55,Completed,Electronics
83,53,Phillip,Brown,yjackson@example.org,+1 (933)-317-4041,"043 Bryant Avenue, Williamsview, WA 36043",2024-05-30,Bronze,3,2024dd11-1154-4270-a7a7-c74ccf76100e,2024-03-12,882.16,Pending,Clothing
84,53,Phillip,Brown,yjackson@example.org,+1 (933)-317-4041,"043 Bryant Avenue, Williamsview, WA 36043",2024-05-30,Bronze,3,8a34bbbd-68e4-417e-8abf-8f9c302514b2,2023-04-14,501.99,Pending,Clothing
85,54,James,Phillips,lopezleon@example.org,+1 (249)-864-1562,"8743 Henderson Fields Apt. 075, New Scottview, MA 34681",2025-05-25,Bronze,3,37fa0a9c-5de3-466b-ae4a-d0eb7ca18bce,2023-03-10,434.44,Pending,Electronics
86,55,Travis,Stephenson,laura99@example.com,+1 (773)-100-5068,"USS Barton, FPO AA 45890",2025-04-27,Bronze,3,598929fd-c99f-4f23-9ca1-9eed6181475e,2023-09-06,524.9,Cancelled,Toys
87,55,Travis,Stephenson,laura99@example.com,+1 (773)-100-5068,"USS Barton, FPO AA 45890",2025-04-27,Bronze,3,e8d4c93e-7bef-4571-b441-7984c730acd9,2024-10-20,293.25,Completed,Electronics
88,55,Travis,Stephenson,laura99@example.com,+1 (773)-100-5068,"USS Barton, FPO AA 45890",2025-04-27,Bronze,3,75920670-45cf-467a-bfc3-5318edad1d78,2023-02-24,192.17,Pending,Home & Garden
89,55,Travis,Stephenson,laura99@example.com,+1 (773)-100-5068,"USS Barton, FPO AA 45890",2025-04-27,Bronze,3,f9d00c0c-005b-42ac-af90-9ff33249a4b6,2023-09-01,504.87,Pending,Home & Garden
90,56,Jaime,Holmes,lisa60@example.net,+1 (882)-636-4687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",2024-02-18,Gold,1,cfbbd78d-3372-4f1b-ab30-a336b4d0477b,2024-11-25,844.07,Completed,Home & Garden
91,56,Jaime,Holmes,lisa60@example.net,+1 (882)-636-4687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",2024-02-18,Gold,1,ecb4aed3-7f01-41d7-840d-3cf0eb8c8e0b,2024-04-15,232.76,Cancelled,Books
92,56,Jaime,Holmes,lisa60@example.net,+1 (882)-636-4687,"44759 Torres Ridges Apt. 554, Lake Williamburgh, MH 84701",2024-02-18,Gold,1,4f1b5ac4-1f9b-4e08-9ba3-ad65ffa7f77c,2023-10-10,734.96,Completed,Home & Garden
93,57,Jade,Murphy,mark29@example.com,+1 (315)-698-7292,"34817 Hayden Pass, North Christina, TN 32326",2025-06-06,Silver,2,a2c85c0c-3b57-40c5-abf9-ff515003bd0b,2023-05-23,259.86,Completed,Books
94,57,Jade,Murphy,mark29@example.com,+1 (315)-698-7292,"34817 Hayden Pass, North Christina, TN 32326",2025-06-06,Silver,2,b1ce90f0-076f-434e-b0d7-53203a90a091,2024-10-07,882.28,Cancelled,Clothing
95,57,Jade,Murphy,mark29@example.com,+1 (315)-698-7292,"34817 Hayden Pass, North Christina, TN 32326",2025-06-06,Silver,2,58fce7f7-10df-4a52-8815-5acbd02420a1,2023-10-26,713.99,Pending,Home & Garden
96,58,Kathleen,Gardner,ibarker@example.com,+1 (258)-349-1915,"5093 Hicks Parkways Apt. 235, New Andre, MH 65217",2023-09-18,Gold,1,04f53bcd-c609-4c2e-ab9c-db633ed34e30,2024-02-03,234.26,Cancelled,Clothing
97,58,Kathleen,Gardner,ibarker@example.com,+1 (258)-349-1915,"5093 Hicks Parkways Apt. 235, New Andre, MH 65217",2023-09-18,Gold,1,396485b4-cb48-45bb-9f1c-230b7d7c08af,2023-09-07,28.01,Completed,Home & Garden
98,58,Kathleen,Gardner,ibarker@example.com,+1 (258)-349-1915,"5093 Hicks Parkways Apt. 235, New Andre, MH 65217",2023-09-18,Gold,1,b3cb4c6a-7799-47b4-8f96-6adce14ce046,2023-11-22,347.61,Completed,Clothing
99,58,Kathleen,Gardner,ibarker@example.com,+1 (258)-349-1915,"5093 Hicks Parkways Apt. 235, New Andre, MH 65217",2023-09-18,Gold,1,540e511d-583e-4fbb-a93d-1f887603d215,2024-03-30,107.3,Pending,Books
100,60,Larry,Malone,paulmunoz@example.net,+1 (800)-533-5421,"49877 Flores Burg, Lake Kimberly, ID 63294",2024-10-01,Bronze,3,819e3d22-aa86-4d58-beaf-c3b48e6eb3da,2023-03-28,293.15,Cancelled,Home & Garden
101,60,Larry,Malone,paulmunoz@example.net,+1 (800)-533-5421,"49877 Flores Burg, Lake Kimberly, ID 63294",2024-10-01,Bronze,3,8a03ed45-67f0-463a-8302-30b7dfcf6a69,2024-07-18,313.25,Cancelled,Electronics
102,61,Anthony,Simon,katherinehudson@example.net,+1 (751)-499-3846,"46945 Jon Centers, Harrisport, IL 59333",2024-07-17,Silver,2,d1c4f922-5a9d-4c0e-b2e3-b444dcac1cda,2024-07-23,922.3,Pending,Toys
103,62,Linda,Li,martinmonica@example.net,+1 (675)-167-7317,"8280 Powell Islands, South Ellen, PW 58728",2024-04-05,Gold,1,63c01b06-e150-419e-bd07-f4e807aff2cb,2023-12-30,759.4,Completed,Toys
104,62,Linda,Li,martinmonica@example.net,+1 (675)-167-7317,"8280 Powell Islands, South Ellen, PW 58728",2024-04-05,Gold,1,ea53bcbf-5811-49bd-ab10-67775ff87457,2024-12-13,207.26,Completed,Toys
105,62,Linda,Li,martinmonica@example.net,+1 (675)-167-7317,"8280 Powell Islands, South Ellen, PW 58728",2024-04-05,Gold,1,4750ee5c-db88-40a1-a626-1dc152c77e0b,2024-01-29,462.63,Completed,Electronics
106,63,Jade,Gallegos,amandabaker@example.org,+1 (207)-448-4418,"7482 Rhonda Mountains Suite 820, West Andrew, KS 63932",2024-08-26,Gold,1,750d9558-5b9e-419b-b4ce-bfdd700c2004,2023-06-05,277.29,Cancelled,Books
107,64,Donna,Gardner,csmith@example.org,+1 (997)-639-3866,"USCGC Sutton, FPO AE 02651",2024-11-01,Silver,2,322ed4e3-c2be-4c72-8edf-ca03bc993765,2023-02-05,704.77,Completed,Clothing
108,65,Ashley,Barrett,allenhowe@example.net,+1 (731)-226-8083,"553 Lewis Springs, South Christineborough, IN 90284",2025-06-15,Bronze,3,2e037d6e-25af-46e1-84cf-bf7b2a38030b,2024-09-28,650.33,Completed,Books
109,65,Ashley,Barrett,allenhowe@example.net,+1 (731)-226-8083,"553 Lewis Springs, South Christineborough, IN 90284",2025-06-15,Bronze,3,67dfe851-6ce3-4169-86e0-30585771071b,2024-08-09,134.02,Pending,Electronics
110,66,Brenda,Malone,anncarroll@example.net,+1 (176)-647-4955,"9903 Rogers Mill, Lebury, DE 97051",2024-08-21,Gold,1,19265f12-4017-42db-9429-e7bd8e58dbdc,2024-05-10,942.76,Completed,Books
111,67,Amy,Hogan,perry60@example.org,+1 (872)-444-5301,"5919 Daniel Coves Apt. 444, Williamsmouth, KY 47249",2025-03-18,Gold,1,ca425201-3398-40a9-ba5c-5898c17c326b,2023-07-21,478.44,Completed,Electronics
112,68,Christopher,Adkins,patricia48@example.com,+1 (781)-241-5264,"USNV Kennedy, FPO AA 06170",2024-09-19,Silver,2,8ab90467-05ac-4958-97a4-e74f569b7194,2023-11-25,494.96,Cancelled,Toys
113,69,Lori,Hernandez,meganeaton@example.org,+1 (402)-212-2965,"707 Reyes Expressway, Kristentown, NC 30977",2025-05-17,Bronze,3,6f458d56-3a01-4dbb-9754-749bd40e2816,2024-03-12,869.18,Pending,Clothing
